type,contextAware,rate_in_list,distance,duration,weather,rating,gender,age,mood,accepted
16,1,3,1691,213,1,4.1,0,24,4,0
0,1,4,1494,197,1,5,0,24,4,0
0,1,5,2200,279,1,4.8,0,24,4,0
0,1,6,1502,193,1,4.1,0,24,4,0
0,1,2,921,398,1,3.7,0,37,6,1
0,1,0,512,212,1,3,0,37,3,0
0,1,1,684,237,0,5,0,37,3,0
29,0,0,326,60,0,4.1,0,17,5,1
30,0,0,1774,370,1,5,0,19,0,1
0,1,1,1114,211,1,4.1,0,17,2,1
0,1,0,850,186,1,4,0,17,2,0
0,1,5,1693,328,1,4.4,0,34,5,1
0,1,0,179,52,1,4.1,0,34,5,0
0,1,1,552,116,1,3.3,0,34,5,0
0,1,2,2413,286,1,4.6,0,34,5,0
0,1,3,2436,319,1,5,0,34,5,0
29,1,4,931,202,1,3.8,0,34,5,0
0,1,5,1047,298,1,3.4,0,10,3,1
0,1,0,774,226,1,4.1,0,10,3,0
0,1,1,879,187,1,4.1,0,10,4,0
0,1,2,950,272,1,5,0,10,6,0
0,1,3,1881,362,1,4.1,0,10,0,0
16,1,4,1736,339,1,4.1,0,10,0,0
30,0,0,418,119,0,4,0,20,5,1
30,0,0,199,44,1,3.7,0,31,1,1
30,1,5,2139,390,1,3.9,0,25,2,1
0,1,0,2240,309,0,4.1,0,25,2,0
0,1,1,1333,310,1,3.8,0,25,2,0
0,1,2,1779,332,0,3.7,0,25,2,0
0,1,3,1345,290,1,4.3,0,25,2,0
0,1,4,2667,439,1,3,0,25,2,0
19,1,5,2261,325,1,4.1,0,26,0,1
0,1,0,1434,165,0,4.1,0,26,3,0
0,1,1,1501,175,1,1,0,26,6,0
0,1,2,4404,363,1,3.5,0,26,2,0
0,1,3,2379,402,1,3.5,0,26,1,0
30,1,4,2148,288,1,4.1,0,26,4,0
8,0,0,1439,166,1,3.8,0,18,2,1
29,0,0,631,109,1,5,1,17,6,1
32,1,6,2678,604,1,4.7,0,26,2,1
30,1,0,1319,270,1,3.9,0,26,2,0
8,1,1,1094,208,1,4,0,26,2,0
0,1,2,1089,221,0,3,0,26,2,0
31,1,3,3219,728,1,4.1,0,26,2,0
0,1,4,3219,728,0,4.1,0,26,2,0
0,1,5,1774,417,1,4.1,0,26,2,0
0,1,4,2324,428,1,4.6,0,18,3,1
0,1,0,2777,276,1,4,0,18,1,0
0,1,1,1590,301,1,3,0,18,5,0
0,1,2,2781,316,0,2,0,18,3,0
0,1,3,574,125,1,3,0,18,4,0
19,0,0,2355,420,0,4,0,21,2,1
0,1,6,1927,364,1,4,0,18,6,1
32,1,0,846,181,1,4,0,18,1,0
32,1,1,2033,450,1,4.7,0,18,0,0
0,1,2,1095,212,1,5,0,18,5,0
0,1,3,1429,219,1,4.1,0,18,0,0
0,1,4,2076,319,1,4.1,0,18,5,0
0,1,5,1906,320,1,4.1,0,18,3,0
18,0,0,1974,418,0,3,0,21,6,1
18,0,0,589,138,1,3.5,0,28,4,1
0,1,4,630,196,1,5,1,19,2,1
0,1,0,1519,335,1,3.8,1,19,3,0
0,1,1,748,247,1,4,1,19,1,0
0,1,2,1003,275,1,4,1,19,3,0
14,1,3,888,236,1,4.1,1,19,4,0
0,1,5,934,232,0,4.2,0,32,2,1
0,1,0,263,93,1,4.5,0,32,2,0
32,1,1,354,107,1,5,0,32,2,0
0,1,2,362,109,0,4.1,0,32,2,0
0,1,3,1200,340,1,4.5,0,32,2,0
0,1,4,864,213,1,4.1,0,32,2,0
16,1,6,2661,357,1,2.9,0,22,2,1
32,1,0,1114,218,1,4.1,0,22,2,0
0,1,1,983,203,1,2.5,0,22,0,0
19,1,2,1266,306,1,4,0,22,5,0
14,1,3,1337,314,1,5,0,22,0,0
32,1,4,1495,257,1,4.1,0,22,3,0
0,1,5,1428,291,0,3.6,0,22,1,0
30,0,0,1865,266,0,5,0,32,4,1
30,0,0,1166,166,1,3.3,1,22,1,1
29,0,0,1101,121,1,3.9,0,24,4,1
0,1,3,2976,328,1,3.4,0,38,1,1
0,1,0,2609,271,1,4,0,38,1,0
0,1,1,3634,388,1,4.7,0,38,4,0
0,1,2,5682,622,1,3,0,38,5,0
32,1,5,1585,294,1,4.2,1,33,4,1
29,1,0,520,115,1,3.3,1,33,4,0
0,1,1,1847,289,1,2.5,1,33,4,0
29,1,2,1743,268,1,3.2,1,33,4,0
0,1,3,1182,298,0,4,1,33,4,0
0,1,4,1234,296,1,5,1,33,4,0
30,0,0,927,101,1,4.7,0,35,6,1
30,1,5,1760,373,1,4.2,0,16,2,1
16,1,0,1545,336,1,5,0,16,2,0
30,1,1,3509,561,1,4.1,0,16,2,0
18,1,2,1623,378,1,5,0,16,2,0
30,1,3,1814,407,1,4.3,0,16,2,0
0,1,4,1692,347,1,4.1,0,16,2,0
17,0,0,1505,305,1,5,0,39,2,1
29,0,0,2233,217,1,4.7,0,26,2,1
0,1,5,424,69,1,4.1,0,20,3,1
0,1,0,417,115,1,5,0,20,1,0
6,1,1,772,160,0,2.5,0,20,4,0
32,1,2,408,115,1,5,0,20,0,0
0,1,3,383,106,1,4.1,0,20,6,0
0,1,4,1237,239,1,3,0,20,6,0
32,1,5,3358,526,1,3.5,0,9,6,1
0,1,0,387,100,1,5,0,9,6,0
0,1,1,309,108,1,5,0,9,4,0
0,1,2,443,142,1,4.1,0,9,4,0
0,1,3,729,252,0,4.1,0,9,4,0
32,1,4,2444,398,1,5,0,9,1,0
30,0,0,1173,171,1,4,0,36,2,1
29,0,0,2032,270,1,4,0,30,2,1
0,1,5,1146,169,1,4.1,0,29,5,1
0,1,0,1448,228,1,3.4,0,29,5,0
0,1,1,449,115,1,4.3,0,29,4,0
32,1,2,683,176,1,2.8,0,29,6,0
0,1,3,803,132,1,4.1,0,29,4,0
0,1,4,946,182,1,4.1,0,29,0,0
0,1,9,409,90,1,5,0,19,1,1
0,1,0,5222,500,1,3.8,0,19,1,0
0,1,1,4909,547,0,4.1,0,19,1,0
16,1,2,1829,443,1,4.3,0,19,1,0
0,1,3,2441,306,1,3.7,0,19,1,0
14,1,4,5307,586,1,4.1,0,19,1,0
0,1,5,198,47,1,1,0,19,1,0
30,1,6,302,76,1,4.1,0,19,1,0
14,1,7,350,93,1,4.1,0,19,1,0
0,1,8,3234,363,1,5,0,19,1,0
0,1,0,4595,519,1,4.1,0,39,4,1
29,0,0,955,150,1,3.9,1,34,6,1
29,1,10,3999,608,1,4.1,1,13,5,1
30,1,0,3463,494,1,4,1,13,5,0
14,1,1,3307,458,1,4.1,1,13,5,0
8,1,2,2819,444,1,4.7,1,13,5,0
0,1,3,3089,453,1,4.1,1,13,5,0
0,1,4,5388,550,1,3.8,1,13,5,0
0,1,5,4740,571,1,5,1,13,5,0
0,1,6,2321,379,1,5,1,13,5,0
29,1,7,4823,734,0,4.2,1,13,5,0
0,1,8,2211,367,1,4,1,13,5,0
0,1,9,4715,526,1,3,1,13,5,0
30,0,1,3163,599,1,4,0,46,4,1
30,0,0,3029,471,1,4.4,0,46,4,0
0,1,1,2234,281,1,4.3,0,46,5,1
0,1,0,3139,452,1,4.8,0,46,4,0
0,1,6,2543,461,1,3.5,0,24,2,1
0,1,0,1282,257,1,2,0,24,2,0
0,1,1,1331,281,1,4,0,24,2,0
0,1,2,931,177,1,4,0,24,2,0
0,1,3,1367,250,0,4.3,0,24,2,0
0,1,4,1518,280,1,1,0,24,2,0
0,1,5,2046,472,1,5,0,24,2,0
19,1,3,4658,469,1,4.1,0,22,2,1
0,1,0,4366,454,1,4.1,0,22,2,0
0,1,1,4018,442,1,4.1,0,22,2,0
30,1,2,6130,630,1,3.7,0,22,2,0
30,1,14,2302,398,1,4.2,0,24,2,0
0,1,15,2570,439,1,5,0,24,2,0
30,1,16,2904,474,0,4.1,0,24,2,0
30,0,0,308,93,1,4.1,1,35,0,1
0,1,2,975,276,1,3.8,0,15,2,1
0,1,0,1641,328,0,3.3,0,15,2,0
0,1,1,706,238,1,3.7,0,15,2,0
8,0,0,584,126,1,4.1,0,41,1,1
30,0,0,1576,371,1,4.1,0,27,2,1
0,1,7,993,281,1,4.1,0,30,5,1
0,1,0,1461,426,1,5,0,30,5,0
0,1,1,459,132,1,4.1,0,30,5,0
16,1,2,600,166,1,1,0,30,5,0
32,1,3,799,226,1,4.1,0,30,5,0
28,1,4,869,243,1,4.1,0,30,5,0
0,1,5,812,227,1,4.1,0,30,5,0
0,1,6,957,271,1,5,0,30,5,0
8,0,0,1064,268,1,4.4,1,33,4,1
29,1,5,1215,306,1,4.7,0,17,1,1
0,1,0,2997,504,1,3.7,0,17,1,0
0,1,1,794,353,1,5,0,17,1,0
30,1,2,2250,456,1,3.8,0,17,1,0
8,1,3,1932,439,1,4.3,0,17,1,0
0,1,4,275,112,1,4.1,0,17,1,0
29,0,0,1692,368,1,4.4,0,19,0,1
30,0,0,804,235,0,5,0,21,4,1
30,0,0,182,52,1,3,1,34,5,1
8,0,0,326,80,1,3.9,0,36,6,1
14,1,4,887,186,1,4,0,15,2,1
0,1,0,1133,209,0,4.1,0,15,2,0
0,1,1,693,168,1,5,0,15,2,0
0,1,2,1098,250,1,3,0,15,2,0
32,1,3,1886,373,1,5,0,15,2,0
30,0,0,228,32,1,4.1,0,32,2,1
20,0,0,1169,305,1,5,1,45,6,1
0,1,4,3321,496,1,5,1,45,2,1
0,1,0,3353,496,1,4.3,1,45,2,0
0,1,1,946,136,0,4.1,1,45,2,0
0,1,2,3842,526,1,4.1,1,45,2,0
0,1,3,2713,452,1,4.1,1,45,2,0
0,1,4,2023,399,1,4,0,30,4,1
30,1,0,1995,398,1,4,0,30,4,0
30,1,1,1516,317,0,3.7,0,30,4,0
0,1,2,1521,304,0,4.1,0,30,4,0
0,1,3,2019,430,1,5,0,30,4,0
15,0,0,639,137,1,5,1,18,3,1
0,1,8,6779,684,1,4,0,23,4,1
0,1,0,6912,690,1,5,0,23,4,0
0,1,1,6442,627,1,3,0,23,4,0
14,1,2,7260,766,1,5,0,23,4,0
30,1,3,5705,662,1,1,0,23,4,0
0,1,4,5690,656,1,4.1,0,23,4,0
0,1,5,7586,747,1,5,0,23,4,0
16,1,6,18,2,1,4.1,0,23,4,0
0,1,7,5830,584,1,3.6,0,23,4,0
0,1,4,2576,489,0,4.1,0,26,4,1
0,1,0,831,192,1,5,0,26,4,0
32,1,1,2088,355,1,5,0,26,4,0
8,1,2,2004,415,1,4,0,26,4,0
0,1,3,2400,358,1,4.3,0,26,4,0
21,0,0,878,195,0,4.1,0,7,5,1
0,1,10,5991,606,1,3.7,1,32,4,1
0,1,0,5187,423,1,4.1,1,32,4,0
30,1,1,5995,586,1,4.1,1,32,4,0
0,1,2,5881,598,1,3,1,32,4,0
0,1,3,6069,354,1,4.1,1,32,4,0
0,1,4,7214,475,1,4.1,1,32,4,0
0,1,5,7267,488,1,4.1,1,32,4,0
16,1,6,7702,511,1,5,1,32,4,0
32,1,7,7724,510,1,5,1,32,4,0
0,1,8,6005,610,1,3,1,32,4,0
30,1,9,6026,588,1,4.1,1,32,4,0
30,0,1,3333,350,1,3,0,15,5,1
0,1,17,2181,453,1,3,0,17,1,1
17,1,16,2097,437,0,5,0,17,1,0
30,1,3,1531,238,1,3.9,0,24,2,1
30,1,0,3272,469,1,4.1,0,24,2,0
8,1,1,3658,535,1,4.1,0,24,2,0
30,1,2,2077,450,1,4,0,24,2,0
24,0,0,282,86,1,3,1,18,2,1
30,0,0,228,32,1,4,1,18,2,1
0,1,4,1167,135,1,4.1,0,72,2,1
0,1,0,3122,286,1,4.1,0,72,2,0
0,1,1,1058,121,0,4.1,0,72,2,0
0,1,2,1121,116,1,5,0,72,2,0
0,1,3,10174,737,1,5,0,72,2,0
30,0,2,4335,427,1,5,0,23,5,1
30,1,10,1799,351,1,3.5,0,22,2,0
31,1,11,2363,512,1,4,0,22,2,0
0,1,4,708,183,0,5,0,22,2,0
18,0,0,362,139,1,5,1,46,2,1
0,1,0,1750,399,1,4.5,0,25,2,1
0,1,19,898,206,1,4.1,0,25,2,0
8,0,0,1341,284,1,5,0,28,4,1
27,0,1,1603,418,1,4.1,0,40,3,0
30,1,10,3371,567,0,4.2,0,43,2,0
0,1,11,3400,584,1,4.3,0,43,2,0
8,1,12,3366,574,1,3.9,0,43,2,0
8,0,2,2397,585,1,4.7,0,21,2,1
30,0,0,1063,244,1,5,0,37,2,1
0,1,2,1368,281,1,5,0,22,6,1
29,1,0,952,215,1,3.5,0,22,6,0
0,1,1,941,115,0,4,0,22,6,0
30,0,3,2869,496,1,4,0,11,5,1
30,1,13,3483,601,1,3.7,0,29,2,0
8,1,14,976,290,1,4.1,0,29,2,0
18,1,15,3685,608,1,4.1,0,29,2,0
18,0,0,590,120,1,4.1,0,40,4,1
30,0,0,819,157,1,3.4,0,28,2,1
30,0,0,776,267,1,4.3,0,15,2,1
29,1,7,4992,566,1,3.7,0,41,6,0
14,1,8,4339,448,1,4.7,0,41,2,0
30,1,9,1553,236,0,4.1,0,41,2,0
30,0,0,1162,213,1,3,0,21,5,1
29,0,1,2698,780,1,4.6,0,29,3,1
0,1,6,1996,449,1,4.1,1,34,6,1
30,0,2,4691,867,1,3.7,0,26,2,1
28,1,16,215,40,1,4.1,1,43,6,0
0,1,17,338,78,1,4.1,1,43,5,0
6,1,18,1934,245,1,4.1,1,43,6,0
8,0,0,1004,213,0,4.1,1,19,5,1
28,0,0,822,248,1,5,0,38,1,1
8,1,2,3575,590,1,5,0,20,5,1
0,1,8,2181,475,1,4.7,0,20,5,0
0,1,15,805,198,1,4.1,0,20,5,0
32,0,1,1079,243,1,5,0,17,2,1
0,1,4,2042,349,1,4.3,0,9,6,1
0,1,0,1338,158,1,4.2,0,9,6,0
0,1,1,975,128,1,3,0,9,6,0
30,1,2,1254,197,1,4.2,0,9,6,0
0,1,3,2412,294,1,5,0,9,6,0
8,1,9,3094,530,1,5,0,37,1,0
0,1,16,1399,282,0,5,0,37,1,0
0,1,17,1399,282,1,4.1,0,37,1,0
29,0,2,1849,406,1,4.6,0,21,6,1
0,1,8,1405,364,1,5,0,33,0,1
8,1,6,3795,628,1,4.6,0,33,0,0
30,1,7,3928,663,1,4.2,0,33,0,0
8,0,3,2676,407,1,4.7,0,33,4,1
32,1,18,2027,434,1,4.1,0,28,6,0
0,1,19,2174,464,1,4,0,28,6,0
30,1,3,4632,477,1,5,0,28,6,0
27,0,4,3795,487,1,4.1,0,17,4,1
32,1,13,4117,416,1,3.8,1,16,2,0
0,1,14,2799,480,1,4.1,1,16,2,0
0,1,15,154,27,1,4.1,1,16,2,0
19,0,0,916,249,1,5,0,44,3,1
30,0,0,529,156,1,4.2,0,38,4,1
30,1,5,1504,292,1,5,0,25,0,1
0,1,17,3303,556,1,4,0,25,5,0
30,1,4,4841,540,1,5,0,25,0,0
30,0,1,1367,315,1,4.1,0,15,3,1
30,1,10,969,286,1,5,0,26,6,0
30,1,11,482,177,1,4,0,26,6,0
30,1,12,1120,303,1,3.7,0,26,6,0
18,0,2,1459,326,1,3,0,37,2,1
0,1,18,646,202,1,4.4,1,21,4,1
0,1,17,1111,346,1,4.1,1,21,4,0
16,0,3,1662,337,1,4.1,1,44,4,0
0,1,6,406,145,1,3,0,33,4,0
0,1,7,992,312,0,5,0,33,4,0
0,1,8,1016,285,1,5,0,33,4,0
30,0,4,1734,340,0,3.6,1,18,4,1
6,0,0,2328,225,1,5,0,18,3,1
0,1,4,1914,365,1,4.1,1,28,2,1
30,0,5,2139,399,1,4.2,0,21,6,1
0,1,3,879,244,1,4.1,0,29,2,0
0,1,4,555,172,1,4.1,0,29,2,0
0,1,5,735,254,1,4.5,0,29,2,0
30,0,0,2142,265,1,3.8,1,32,2,1
0,1,2,988,196,1,5,0,18,0,1
0,1,0,961,214,1,2.5,0,18,0,0
0,1,1,791,128,0,5,0,18,0,0
0,1,12,3343,433,0,4.5,0,39,2,0
0,1,19,523,106,1,4.1,0,39,2,0
0,1,0,242,89,1,5,0,39,2,0
0,1,6,2885,343,1,4.1,0,18,0,1
0,1,0,1129,207,1,4.1,0,18,0,0
0,1,1,1709,305,1,4.1,0,18,0,0
0,1,2,2639,390,0,4.1,0,18,0,0
30,1,3,2750,298,0,4,0,18,0,0
0,1,4,3076,328,1,4.1,0,18,0,0
0,1,5,2552,273,1,3,0,18,0,0
8,0,0,762,188,1,5,1,15,1,1
27,1,0,0,0,1,5,0,18,6,1
30,0,0,8287,532,1,3,1,16,2,1
30,0,0,280,139,1,3.7,0,47,2,1
8,1,6,2737,458,1,4.6,0,36,5,1
8,1,0,4673,776,1,4.4,0,36,5,0
0,1,1,3510,584,1,3,0,36,5,0
0,1,2,4450,726,0,4.1,0,36,5,0
0,1,3,4572,848,0,5,0,36,5,0
0,1,4,3026,508,1,4.1,0,36,5,0
8,1,5,2617,431,1,4.3,0,36,5,0
30,1,7,6998,688,1,3.8,0,53,4,1
0,1,0,7060,688,1,4.1,0,53,4,0
0,1,1,8189,914,0,4.1,0,53,4,0
0,1,2,6837,657,1,4.1,0,53,4,0
0,1,3,6842,658,1,4.1,0,53,4,0
0,1,4,7149,692,1,5,0,53,4,0
32,1,5,8145,812,1,3.8,0,53,4,0
21,1,6,6919,682,1,4.1,0,53,4,0
18,0,0,391,94,1,4.1,0,18,1,1
29,0,0,954,131,1,2.3,0,15,2,1
0,1,3,2006,280,0,5,0,15,5,1
0,1,0,402,66,1,3,0,15,4,0
0,1,1,377,58,1,4.1,0,15,6,0
0,1,2,902,174,1,4.1,0,15,1,0
0,1,3,687,161,1,3,0,17,5,1
0,1,0,1160,284,1,4,0,17,5,0
0,1,1,365,128,0,3.3,0,17,1,0
0,1,2,950,224,1,4,0,17,4,0
30,0,0,874,288,1,3.9,0,17,4,1
29,0,0,632,153,1,3,0,31,2,1
0,1,5,977,239,1,3,0,36,3,1
30,1,0,889,221,1,3.4,0,36,6,0
0,1,1,178,55,0,5,0,36,1,0
0,1,2,411,126,1,1,0,36,4,0
0,1,3,1235,319,1,4.3,0,36,3,0
0,1,4,557,136,1,4.1,0,36,5,0
30,0,0,353,160,1,4.1,0,18,1,1
0,1,15,1800,408,1,3.6,1,39,6,1
30,1,0,1470,295,1,4.2,1,39,6,0
0,1,1,580,138,1,3.9,1,39,6,0
8,1,2,1484,300,1,3.3,1,39,6,0
32,1,3,1039,168,1,4.3,1,39,6,0
0,1,4,1258,203,1,5,1,39,6,0
0,1,5,1519,308,1,3.9,1,39,6,0
0,1,6,1095,285,1,4,1,39,6,0
29,1,7,2191,400,1,4.3,1,39,6,0
0,1,8,1123,272,1,4.1,1,39,6,0
0,1,9,1389,323,1,3.8,1,39,6,0
0,1,10,2029,376,1,5,1,39,6,0
0,1,11,1319,329,1,4.1,1,39,6,0
14,1,12,1337,314,1,5,1,39,6,0
0,1,13,1794,402,1,5,1,39,6,0
3,1,14,1397,312,1,5,1,39,6,0
33,0,0,366,70,1,4.6,0,37,6,1
0,1,2,3799,498,0,4.5,1,19,2,1
0,1,0,2786,344,1,3.6,1,19,2,0
0,1,1,5738,758,1,4,1,19,2,0
8,0,0,1133,224,1,5,1,25,2,1
0,1,1,494,133,1,3.6,0,15,2,1
0,1,0,233,54,1,3.6,0,15,4,0
0,1,2,1822,262,1,4.1,1,26,0,1
30,1,0,152,31,1,2.3,1,26,0,0
8,1,1,800,111,1,4.3,1,26,0,0
8,0,0,606,176,1,4.8,0,31,6,1
30,0,0,67,21,1,4.4,0,19,2,1
18,0,0,678,222,1,3,0,26,5,1
30,0,0,4859,489,1,3.8,0,35,4,1
0,1,10,276,97,1,4.1,0,35,3,1
30,1,0,1292,273,0,4,0,35,5,0
30,1,1,1168,209,1,4.1,0,35,3,0
30,1,2,2917,526,1,3.7,0,35,2,0
0,1,3,1410,248,0,4.1,0,35,2,0
0,1,4,0,0,1,4.6,0,35,4,0
0,1,5,2169,488,1,3.5,0,35,4,0
0,1,6,1246,227,1,5,0,35,5,0
0,1,7,1839,395,1,4,0,35,5,0
0,1,8,2229,360,1,4.1,0,35,0,0
0,1,9,621,156,1,4.1,0,35,2,0
30,0,1,2586,353,1,4,0,22,0,1
0,1,1,764,169,0,3.8,1,33,2,1
0,1,0,1272,307,0,3.5,1,33,2,0
24,0,0,2678,555,1,4,0,29,6,0
0,1,4,1517,168,1,5,0,18,2,1
0,1,0,409,48,1,4.1,0,18,2,0
14,1,1,2218,272,1,4.1,0,18,2,0
0,1,2,2639,332,1,4.1,0,18,2,0
0,1,3,1864,237,1,5,0,18,2,0
30,1,4,1474,214,1,4,0,15,4,1
0,1,0,1533,164,1,4.5,0,15,5,0
30,1,1,1363,272,1,3.7,0,15,2,0
30,1,2,1135,182,0,4.3,0,15,4,0
0,1,3,1274,173,1,4.1,0,15,6,0
29,0,0,778,183,1,3.7,0,36,6,1
0,1,5,7083,936,1,4.1,0,26,2,1
0,1,0,1983,246,1,3.9,0,26,2,0
18,1,1,7548,1035,1,4,0,26,2,0
0,1,2,3562,449,1,5,0,26,2,0
0,1,3,2940,548,1,4.1,0,26,2,0
0,1,4,2557,333,1,3,0,26,2,0
0,1,5,3215,565,1,4.1,0,17,2,1
30,1,0,2707,506,1,5,0,17,2,0
0,1,1,7378,1038,1,3.3,0,17,2,0
0,1,2,15485,1562,0,5,0,17,2,0
30,1,3,2871,524,1,4.1,0,17,2,0
0,1,4,4837,687,1,5,0,17,2,0
29,0,0,2068,356,0,3.9,0,16,1,1
30,1,5,642,169,1,3.4,0,17,0,1
0,1,0,327,116,0,5,0,17,5,0
0,1,1,435,157,0,5,0,17,0,0
0,1,2,440,166,1,4.1,0,17,1,0
32,1,3,779,238,1,4.1,0,17,1,0
0,1,4,836,227,1,4.1,0,17,2,0
0,1,5,1159,230,1,4.1,1,16,4,1
21,1,0,1019,223,0,4.1,1,16,4,0
0,1,1,3219,543,1,4.5,1,16,4,0
0,1,2,3212,542,1,5,1,16,4,0
0,1,3,937,199,1,4.1,1,16,4,0
0,1,4,942,200,1,4.1,1,16,4,0
29,0,0,2139,266,1,3,0,21,2,1
29,0,0,339,40,1,4,0,14,2,1
8,0,0,639,177,1,3.7,1,20,2,1
14,0,0,1815,197,1,3.6,1,34,2,1
0,1,5,2905,430,0,4.3,0,22,2,1
0,1,0,3929,553,1,3.7,0,22,2,0
0,1,1,3706,589,0,3.8,0,22,2,0
29,1,2,1487,234,0,4.3,0,22,2,0
0,1,3,1700,288,1,4.3,0,22,2,0
16,1,4,3096,376,1,5,0,22,2,0
8,0,0,232,37,1,4.1,1,15,2,1
14,1,9,1605,330,1,5,0,20,2,1
0,1,0,998,209,1,5,0,20,1,0
30,1,1,593,97,1,4.8,0,20,3,0
30,1,2,796,187,1,4.2,0,20,4,0
8,1,3,1240,256,1,4.5,0,20,6,0
0,1,4,1646,231,1,4.3,0,20,2,0
0,1,5,928,160,1,3,0,20,5,0
0,1,6,836,160,1,5,0,20,1,0
0,1,7,1416,264,1,3,0,20,6,0
14,1,8,1137,214,1,4.1,0,20,0,0
30,0,0,501,159,1,3.7,0,17,2,1
19,0,0,794,289,1,4.1,0,26,6,1
19,1,1,7092,720,0,3,1,27,2,1
29,1,0,5415,567,1,3.8,1,27,2,0
16,1,4,328,116,1,4.1,0,34,2,1
0,1,0,1679,380,0,3.4,0,34,0,0
0,1,1,1102,304,1,4.2,0,34,3,0
8,1,2,370,126,1,5,0,34,3,0
14,1,3,480,162,1,4.1,0,34,3,0
30,0,0,1250,227,1,4.1,1,38,6,1
30,1,5,743,155,1,4.2,0,8,0,1
8,1,0,540,100,0,4.5,0,8,0,0
14,1,1,291,69,1,5,0,8,0,0
0,1,2,1273,271,1,3,0,8,0,0
20,1,3,856,219,1,4.1,0,8,0,0
20,1,4,977,242,1,5,0,8,0,0
0,1,6,2983,444,1,3.6,0,18,0,1
18,1,0,135,26,1,5,0,18,0,0
0,1,1,410,78,1,4.3,0,18,0,0
0,1,2,1692,278,1,4.7,0,18,0,0
30,1,3,1730,289,1,4.2,0,18,0,0
0,1,4,2981,414,1,1,0,18,0,0
0,1,5,2025,334,1,5,0,18,0,0
30,0,0,484,67,1,4,0,26,2,1
19,0,0,2137,373,0,4,0,39,4,1
0,1,4,1279,270,1,3,0,16,2,1
0,1,0,2768,390,1,4.1,0,16,2,0
0,1,1,962,210,0,3.3,0,16,2,0
0,1,2,1277,299,1,5,0,16,2,0
0,1,3,1249,266,1,2.7,0,16,2,0
0,1,6,1502,234,1,4.1,0,17,0,1
0,1,0,438,177,1,5,0,17,0,0
0,1,1,1158,186,1,5,0,17,0,0
0,1,2,1265,270,1,5,0,17,0,0
0,1,3,1260,269,1,5,0,17,0,0
0,1,4,684,119,1,4.1,0,17,0,0
16,1,5,904,169,1,3,0,17,0,0
29,0,0,640,164,1,3.8,0,21,6,1
30,0,0,451,102,1,3.5,0,33,4,1
8,1,5,2073,307,1,4.5,0,49,2,1
30,1,0,1800,225,0,4,0,49,2,0
0,1,1,2020,297,1,4.1,0,49,2,0
8,1,2,2460,302,0,3.3,0,49,2,0
30,1,3,2468,198,1,5,0,49,2,0
18,1,4,1999,293,0,4.4,0,49,2,0
29,0,0,275,66,1,2.5,0,28,4,1
0,1,9,1330,318,1,4.1,1,21,2,1
0,1,0,5118,760,1,3.8,1,21,2,0
0,1,1,395,69,1,4.1,1,21,2,0
30,1,2,1206,333,0,3,1,21,2,0
0,1,3,437,85,1,4.1,1,21,2,0
0,1,4,1578,315,1,5,1,21,2,0
0,1,5,1032,219,1,4.5,1,21,2,0
0,1,6,1567,403,1,5,1,21,2,0
0,1,7,1067,218,1,5,1,21,2,0
0,1,8,1134,245,1,4.1,1,21,2,0
8,1,2,541,93,1,3.5,0,39,2,1
0,1,0,695,182,1,4.1,0,39,2,0
0,1,1,1180,206,1,4.2,0,39,2,0
0,1,3,597,138,1,1,0,39,2,1
30,1,0,837,162,1,4.2,0,39,0,0
0,1,1,388,111,1,4,0,39,6,0
0,1,2,516,131,0,4.1,0,39,5,0
0,1,7,1334,303,1,4,0,31,2,1
0,1,0,653,208,1,3.5,0,31,2,0
0,1,1,4307,478,1,5,0,31,2,0
0,1,2,4374,482,1,4.1,0,31,2,0
0,1,3,4374,482,1,5,0,31,2,0
0,1,4,4374,482,1,5,0,31,2,0
0,1,5,4374,482,1,4.1,0,31,2,0
0,1,6,4374,482,1,4.1,0,31,2,0
30,0,0,1556,344,1,3.3,0,29,6,1
14,0,0,3,1,1,2.5,1,23,4,1
8,0,0,982,185,1,4.4,0,31,4,1
8,0,0,1385,542,1,4.3,0,37,0,1
8,0,1,1892,447,1,3,0,35,2,1
30,0,0,1770,521,1,3.8,0,35,2,0
0,1,2,647,163,1,5,1,36,4,1
29,1,0,2221,450,1,4.2,1,36,4,0
0,1,1,1057,261,1,2.7,1,36,4,0
0,1,5,1317,338,1,5,1,23,2,1
0,1,0,1434,386,1,5,1,23,2,0
0,1,1,1580,401,1,5,1,23,2,0
0,1,2,1081,290,1,5,1,23,2,0
0,1,3,973,252,1,5,1,23,2,0
0,1,4,1185,304,1,3.5,1,23,2,0
30,1,5,3554,380,1,4,0,34,6,1
0,1,0,4187,391,1,4.1,0,34,5,0
0,1,1,2950,244,1,4.1,0,34,0,0
0,1,2,3313,347,1,4,0,34,3,0
32,1,3,3329,312,1,1,0,34,4,0
0,1,4,4016,426,1,1,0,34,5,0
19,1,8,1226,223,1,4.1,0,25,0,1
0,1,0,925,176,1,4.5,0,25,0,0
31,1,1,463,101,1,5,0,25,0,0
0,1,2,369,90,1,4,0,25,0,0
0,1,3,1202,246,1,4.1,0,25,0,0
19,1,4,1394,332,1,4.1,0,25,0,0
0,1,5,801,147,1,3.5,0,25,0,0
32,1,6,1433,271,1,4.1,0,25,0,0
0,1,7,1553,258,1,3.9,0,25,0,0
